launch_id,mission_name,location_id,vehicle_id,launch_date_actual,launch_date_planned,launch_time_utc,payload_mass_kg,payload_type,customer,orbit_type,launch_success,landing_attempted,landing_success,booster_reused,fairings_recovered,mission_duration_days,launch_delay_days,cost_million,crew_count,rapid_reusability_score,improvement_opportunity_flag
198,Starlink Group 4-15,1,5,20220513,20220507,22:07:00,16000,Satellite,SpaceX,LEO,True,True,True,True,True,0,6,67,0,50,0
199,Starlink Group 4-44,1,5,20220513,20220505,15:04:00,15600,Satellite,SpaceX,LEO,True,True,True,False,True,0,8,67,0,50,0
200,Starlink Group 4-16,1,5,20220514,20220512,20:40:00,16000,Satellite,SpaceX,LEO,True,True,True,True,False,0,2,67,0,45,0
201,Starlink Group 4-45,2,5,20220518,20220512,18:33:00,15600,Satellite,SpaceX,LEO,True,True,True,True,False,0,6,67,0,40,0
202,Transporter-5,1,5,20220525,20220514,18:35:00,2800,SmallSat,Various,SSO,True,True,True,True,True,0,11,67,0,50,0
203,Nilesat-301,1,5,20220608,20220529,21:04:00,4000,Satellite,Nilesat,GTO,True,True,True,True,False,0,10,67,0,45,0
204,Starlink Group 4-46,2,5,20220612,20220427,04:32:00,15600,Satellite,SpaceX,LEO,True,True,True,False,True,0,46,67,0,40,0
205,Starlink Group 4-47,2,5,20220617,20220611,17:22:00,15600,Satellite,SpaceX,LEO,True,True,True,True,True,0,6,67,0,40,0
206,Globalstar FM15,1,5,20220619,20220606,04:27:00,700,Satellite,Globalstar,LEO,True,True,True,True,False,0,13,67,0,45,0
207,SES-22,1,5,20220629,20220619,21:04:00,3750,Satellite,SES,GTO,True,True,True,True,False,0,10,67,0,45,0
208,Starlink Group 4-48,3,5,20220701,20220524,05:45:00,15600,Satellite,SpaceX,LEO,True,True,True,True,True,0,38,67,0,40,0
209,Starlink Group 4-17,1,5,20220707,20220625,13:11:00,16000,Satellite,SpaceX,LEO,True,True,True,True,True,0,12,67,0,50,0
210,Starlink Group 4-49,3,5,20220708,20220629,08:05:00,15600,Satellite,SpaceX,LEO,True,True,True,False,False,0,9,67,0,45,0
211,CRS-25,2,5,20220715,20220603,00:44:00,2670,Dragon 2,NASA,ISS,True,True,True,True,False,38,42,67,0,45,0
212,Starlink Group 4-18,1,5,20220717,20220703,13:20:00,16000,Satellite,SpaceX,LEO,True,True,True,True,False,0,14,67,0,45,0
213,Starlink Group 4-19,3,5,20220722,20220710,17:39:00,16000,Satellite,SpaceX,LEO,True,True,True,True,False,0,12,67,0,45,0
214,Starlink Group 4-20,2,5,20220724,20220626,13:38:00,16000,Satellite,SpaceX,LEO,True,True,True,True,True,0,28,67,0,50,0
215,Starlink Group 4-50,1,5,20220803,20220801,00:36:00,15600,Satellite,SpaceX,LEO,True,True,True,True,False,0,2,67,0,45,0
216,KPLO,1,5,20220805,20220730,23:08:00,678,Satellite,KARI,TLI,True,True,True,True,False,0,6,67,0,45,0
217,Starlink Group 4-21,2,5,20220810,20220731,02:57:00,16000,Satellite,SpaceX,LEO,True,True,True,True,True,0,10,67,0,50,0
218,Starlink Group 4-22,1,5,20220812,20220730,21:30:00,16000,Satellite,SpaceX,LEO,True,True,True,True,True,0,13,67,0,50,0
219,Starlink Group 5-1,2,5,20220812,20220708,09:32:00,15600,Satellite,SpaceX,LEO,True,True,True,False,True,0,35,67,0,50,0
220,Starlink Group 4-23,1,5,20220819,20220809,19:21:00,16000,Satellite,SpaceX,LEO,True,True,True,True,False,0,10,67,0,45,0
221,Starlink Group 5-2,2,5,20220819,20220624,15:12:00,15600,Satellite,SpaceX,LEO,True,True,True,True,True,0,56,67,0,40,0
222,Starlink Group 4-24,3,5,20220828,20220827,03:41:00,16000,Satellite,SpaceX,LEO,True,True,True,True,True,0,1,67,0,50,0
223,Starlink Group 4-25,1,5,20220831,20220705,05:40:00,16000,Satellite,SpaceX,LEO,True,True,True,True,False,0,57,67,0,45,0
224,Starlink Group 5-3,2,5,20220904,20220714,19:58:00,15600,Satellite,SpaceX,LEO,True,True,True,False,False,0,52,67,0,45,0
225,Starlink Group 4-26,2,5,20220905,20220823,02:09:00,16000,Satellite,SpaceX,LEO,True,True,True,True,True,0,13,67,0,50,0
226,Starlink Group 5-4,1,5,20220910,20220907,13:03:00,15600,Satellite,SpaceX,LEO,True,True,True,True,False,0,3,67,0,40,0
227,Starlink Group 4-27,1,5,20220911,20220907,01:10:00,16000,Satellite,SpaceX,LEO,True,True,True,True,False,0,4,67,0,45,0
228,Starlink Group 5-5,3,5,20220918,20220916,05:32:00,15600,Satellite,SpaceX,LEO,True,True,True,False,True,0,2,67,0,40,0
229,Starlink Group 4-28,2,5,20220919,20220916,00:18:00,16000,Satellite,SpaceX,LEO,True,True,True,True,True,0,3,67,0,50,0
230,Starlink Group 4-29,1,5,20220924,20220823,23:32:00,16000,Satellite,SpaceX,LEO,True,True,True,True,False,0,32,67,0,45,0
231,Starlink Group 5-6,1,5,20221001,20220924,14:11:00,15600,Satellite,SpaceX,LEO,True,True,True,True,False,0,7,67,0,45,0
232,Crew-5,2,5,20221005,20220925,16:00:00,12519,Dragon 2,NASA,ISS,True,True,True,True,False,157,10,220,4,75,0
233,Starlink Group 5-7,2,5,20221005,20220830,06:22:00,15600,Satellite,SpaceX,LEO,True,True,False,False,True,0,36,67,0,45,1
234,Starlink Group 4-30,1,5,20221009,20220927,23:05:00,16000,Satellite,SpaceX,LEO,True,True,True,True,True,0,12,67,0,50,0
235,Starlink Group 4-31,1,5,20221020,20221010,14:50:00,16000,Satellite,SpaceX,LEO,True,True,True,True,False,0,10,67,0,45,0
236,Starlink Group 5-8,3,5,20221020,20220903,17:24:00,15600,Satellite,SpaceX,LEO,True,True,False,True,False,0,47,67,0,40,1
237,Starlink Group 5-9,1,5,20221027,20221021,06:54:00,15600,Satellite,SpaceX,LEO,True,True,False,False,False,0,6,67,0,40,1
238,Starlink Group 4-32,3,5,20221028,20220905,01:14:00,16000,Satellite,SpaceX,LEO,True,True,True,True,True,0,53,67,0,50,0
239,Starlink Group 4-33,1,5,20221101,20221018,13:41:00,16000,Satellite,SpaceX,LEO,True,True,True,True,False,0,14,67,0,45,0
240,USSF-44,7,7,20221101,20220917,13:41:00,3750,Classified,USSF,GEO,True,True,True,True,True,0,45,90,0,50,0
241,Hotbird 13F,1,5,20221103,20221029,03:22:00,4500,Satellite,Eutelsat,GTO,True,True,True,True,False,0,5,67,0,45,0
242,Intelsat 40e,1,5,20221112,20221105,11:06:00,5500,Satellite,Intelsat,GTO,True,True,True,True,False,0,7,67,0,45,0
243,Starlink Group 4-34,2,5,20221123,20221113,03:57:00,16000,Satellite,SpaceX,LEO,True,True,True,True,True,0,10,67,0,50,0
244,CRS-26,2,5,20221127,20221105,02:20:00,2670,Dragon 2,NASA,ISS,True,True,True,True,False,43,22,67,0,45,0
245,Hakuto-R M1,1,5,20221211,20221205,07:38:00,1014,Lander,ispace,TLI,True,True,True,True,False,0,6,67,0,45,0
246,SWOT,3,5,20221216,20221204,11:46:00,2200,Satellite,NASA/CNES,LEO,True,True,True,True,False,0,12,67,0,45,0
247,O3b mPOWER 1-2,1,5,20221217,20221216,21:48:00,9000,Satellite,SES,MEO,True,True,True,True,False,0,1,67,0,45,0
248,Starlink Group 5-1,1,5,20230103,20221230,14:00:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,4,67,0,50,0
249,Transporter-6,1,5,20230103,20221224,14:56:00,4600,SmallSat,Various,SSO,True,True,True,True,False,0,10,67,0,45,0
250,Starlink Group 7-1,1,5,20230107,20221204,09:58:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,34,67,0,45,0
251,OneWeb 1,2,5,20230109,20230108,03:00:00,2750,Satellite,OneWeb,LEO,True,True,True,True,False,0,1,67,0,45,0
252,Starlink Group 7-2,3,5,20230110,20230105,02:38:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,5,67,0,45,0
253,Starlink Group 7-3,2,5,20230115,20230105,00:22:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,10,67,0,45,0
254,GPS III-06,1,5,20230118,20221130,12:24:00,4311,Satellite,USSF,MEO,True,True,True,True,False,0,49,67,0,45,0
255,Starlink Group 5-2,2,5,20230119,20230109,15:43:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,10,67,0,50,0
256,Starlink Group 7-4,1,5,20230126,20230116,05:00:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,10,67,0,45,0
257,Starlink Group 5-3,1,5,20230131,20230123,16:15:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,8,67,0,45,0
258,Starlink Group 7-5,1,5,20230131,20230127,15:33:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,4,67,0,45,0
259,Starlink Group 7-6,3,5,20230202,20230126,18:57:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,7,67,0,45,0
260,Amazonas Nexus,1,5,20230207,20221228,04:32:00,4500,Satellite,Hispasat,GTO,True,True,True,True,False,0,41,67,0,45,0
261,Starlink Group 7-7,1,5,20230207,20230127,00:23:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,11,67,0,45,0
262,Starlink Group 7-8,3,5,20230209,20230115,21:31:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,25,67,0,45,0
263,Starlink Group 5-4,2,5,20230212,20230131,03:58:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,12,67,0,50,0
264,Starlink Group 7-9,2,5,20230212,20230130,17:42:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,13,67,0,50,0
265,Starlink Group 5-5,1,5,20230217,20230212,18:12:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,5,67,0,45,0
266,Starlink Group 7-10,2,5,20230217,20230216,11:28:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,1,67,0,50,0
267,Inmarsat I-6 F2,1,5,20230218,20230126,01:59:00,5470,Satellite,Inmarsat,GTO,True,True,True,True,False,0,23,67,0,45,0
268,Starlink Group 7-11,2,5,20230227,20230214,23:07:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,13,67,0,50,0
269,Crew-6,2,5,20230302,20230228,06:34:00,12519,Dragon 2,NASA,ISS,True,True,True,True,False,186,2,220,4,75,0
270,Starlink Group 5-6,3,5,20230303,20230301,23:38:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,2,67,0,50,0
271,Starlink Group 7-12,2,5,20230308,20230307,02:15:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,1,67,0,45,0
272,OneWeb 2,2,5,20230309,20230224,23:13:00,2200,Satellite,OneWeb,LEO,True,True,True,True,False,0,13,67,0,45,0
273,Starlink Group 7-13,3,5,20230312,20230201,20:57:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,39,67,0,50,0
274,Starlink Group 7-14,3,5,20230314,20230311,20:11:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,3,67,0,45,0
275,CRS-27,2,5,20230315,20230302,00:30:00,2670,Dragon 2,NASA,ISS,True,True,True,True,False,31,13,67,0,45,0
276,Starlink Group 7-15,3,5,20230317,20230312,05:56:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,5,67,0,50,0
277,SDA Tranche 0A,3,5,20230318,20230307,14:26:00,2800,Satellite,SDA,LEO,True,True,True,True,False,0,11,67,0,45,0
278,Starlink Group 7-16,1,5,20230321,20230131,17:57:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,49,67,0,45,0
279,Starlink Group 5-7,2,5,20230324,20230311,15:43:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,13,67,0,50,0
280,Starlink Group 7-17,2,5,20230325,20230315,11:31:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,10,67,0,45,0
281,Starlink Group 7-18,1,5,20230327,20230319,01:48:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,8,67,0,50,0
282,Starlink Group 5-8,1,5,20230329,20230209,19:01:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,48,67,0,45,0
283,Starlink Group 7-19,2,5,20230401,20230330,09:04:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,2,67,0,50,0
284,Starlink Group 7-20,3,5,20230407,20230330,12:47:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,8,67,0,50,0
285,Starlink Group 7-21,1,5,20230411,20230225,21:52:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,45,67,0,45,0
286,Transporter-7,3,5,20230415,20230320,06:48:00,4600,SmallSat,Various,SSO,True,True,True,True,True,0,26,67,0,50,0
287,Starlink Group 7-22,1,5,20230415,20230226,05:43:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,48,67,0,45,0
288,Starlink Group 7-23,2,5,20230418,20230417,19:38:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,1,67,0,50,0
289,Starlink Group 5-9,1,5,20230419,20230415,14:31:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,4,67,0,50,0
290,Starship IFT-1,5,8,20230420,20221001,13:33:00,0,Test,SpaceX,SUB,False,False,False,False,False,0,201,10,0,0,1
291,Starlink Group 7-24,1,5,20230421,20230408,10:41:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,13,67,0,45,0
292,Starlink Group 7-25,3,5,20230427,20230309,22:41:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,49,67,0,50,0
293,O3b mPOWER 3-4,1,5,20230428,20230419,22:12:00,9000,Satellite,SES,MEO,True,True,True,True,False,0,9,67,0,45,0
294,ViaSat-3 Americas,7,7,20230501,20230314,00:26:00,6400,Satellite,Viasat,GTO,True,True,True,True,True,0,48,90,0,50,0
295,Starlink Group 7-26,1,5,20230502,20230425,14:24:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,7,67,0,50,0
296,Starlink Group 5-10,2,5,20230504,20230321,07:31:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,44,67,0,50,0
297,Starlink Group 7-27,2,5,20230508,20230406,17:41:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,32,67,0,50,0
298,Starlink Group 5-11,1,5,20230510,20230505,05:23:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,5,67,0,45,0
299,Starlink Group 7-28,3,5,20230514,20230502,22:17:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,12,67,0,50,0
300,Starlink Group 7-29,3,5,20230519,20230508,01:01:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,11,67,0,45,0
301,OneWeb 3,2,5,20230521,20230516,07:16:00,3600,Satellite,OneWeb,LEO,True,True,True,True,False,0,5,67,0,45,0
302,Axiom-2,2,5,20230521,20230330,21:37:00,12519,Dragon 2,Axiom,ISS,True,True,True,True,False,10,52,220,4,75,0
303,Arabsat BADR-8,1,5,20230527,20230517,02:19:00,4500,Satellite,Arabsat,GTO,True,True,True,True,False,0,10,67,0,45,0
304,Starlink Group 7-30,3,5,20230531,20230504,14:56:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,27,67,0,45,0
305,Starlink Group 5-12,1,5,20230604,20230530,12:21:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,5,67,0,50,0
306,CRS-28,2,5,20230605,20230425,15:47:00,2803,Dragon 2,NASA,ISS,True,True,True,True,False,38,41,67,0,45,0
307,Starlink Group 7-31,2,5,20230612,20230417,04:13:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,56,67,0,50,0
308,Transporter-8,3,5,20230613,20230519,21:35:00,5200,SmallSat,Various,SSO,True,True,True,True,True,0,25,67,0,50,0
309,Starlink Group 7-32,3,5,20230615,20230605,13:45:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,10,67,0,45,0
310,Starlink Group 5-13,1,5,20230619,20230606,04:38:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,13,67,0,45,0
311,Starlink Group 7-33,1,5,20230622,20230424,04:37:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,59,67,0,50,0
312,Starlink Group 5-14,1,5,20230623,20230429,15:35:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,55,67,0,50,0
313,Starlink Group 7-34,2,5,20230627,20230616,15:44:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,11,67,0,45,0
314,Euclid,1,5,20230701,20230613,15:11:00,2160,Satellite,ESA,L2,True,True,True,True,False,0,18,67,0,45,0
315,Starlink Group 7-35,3,5,20230703,20230627,08:37:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,6,67,0,50,0
316,Starlink Group 5-15,1,5,20230707,20230510,03:29:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,58,67,0,45,0
317,Starlink Group 7-36,3,5,20230709,20230705,18:13:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,4,67,0,45,0
318,Starlink Group 5-16,2,5,20230710,20230703,03:58:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,7,67,0,50,0
319,Starlink Group 7-37,1,5,20230715,20230628,00:24:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,17,67,0,50,0
320,Starlink Group 5-17,3,5,20230716,20230704,02:50:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,12,67,0,50,0
321,Starlink Group 5-18,1,5,20230720,20230707,05:09:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,13,67,0,45,0
322,Starlink Group 7-38,2,5,20230722,20230715,07:26:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,7,67,0,50,0
323,Starlink Group 5-19,2,5,20230724,20230714,04:02:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,10,67,0,50,0
324,Starlink Group 7-39,3,5,20230728,20230725,16:54:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,3,67,0,50,0
325,Galaxy 37/Horizons-4,1,5,20230729,20230727,04:01:00,5000,Satellite,Intelsat,GTO,True,True,True,True,False,0,2,67,0,45,0
326,Starlink Group 6-1,1,5,20230731,20230721,00:36:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,10,67,0,50,0
327,Starlink Group 6-2,1,5,20230803,20230713,05:37:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,21,67,0,45,0
328,Starlink Group 7-40,2,5,20230805,20230727,05:14:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,9,67,0,45,0
329,Starlink Group 6-3,2,5,20230807,20230722,07:02:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,16,67,0,50,0
330,Starlink Group 8-1,1,5,20230808,20230730,19:42:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,9,67,0,50,0
331,Starlink Group 6-4,1,5,20230811,20230810,23:03:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,1,67,0,45,0
332,Starlink Group 8-2,1,5,20230813,20230812,13:44:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,1,67,0,50,0
333,Starlink Group 6-5,2,5,20230817,20230811,02:27:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,6,67,0,50,0
334,Starlink Group 6-6,1,5,20230822,20230625,09:37:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,58,67,0,45,0
335,Starlink Group 8-3,3,5,20230825,20230722,06:02:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,34,67,0,45,0
336,Crew-7,2,5,20230826,20230821,07:27:00,12519,Dragon 2,NASA,ISS,True,True,True,True,False,192,5,220,4,75,0
337,Starlink Group 6-7,1,5,20230827,20230708,01:55:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,50,67,0,50,0
338,Starlink Group 8-4,3,5,20230829,20230826,04:46:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,3,67,0,45,0
339,Starlink Group 6-8,3,5,20230831,20230731,09:20:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,31,67,0,45,0
340,Starlink Group 8-5,1,5,20230902,20230901,07:36:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,1,67,0,45,0
341,SDA Tranche 0B,3,5,20230903,20230902,17:25:00,2800,Satellite,SDA,LEO,True,True,True,True,True,0,1,67,0,50,0
342,Starlink Group 6-9,1,5,20230904,20230829,03:47:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,6,67,0,45,0
343,Starlink Group 8-6,1,5,20230907,20230831,02:10:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,7,67,0,50,0
344,Starlink Group 6-10,2,5,20230909,20230828,03:12:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,12,67,0,50,0
345,Starlink Group 8-7,2,5,20230910,20230812,19:19:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,29,67,0,45,0
346,Starlink Group 6-11,1,5,20230912,20230818,06:57:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,25,67,0,45,0
347,Starlink Group 8-8,1,5,20230914,20230909,06:08:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,5,67,0,50,0
348,Starlink Group 6-12,3,5,20230916,20230904,03:38:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,12,67,0,50,0
349,Starlink Group 8-9,1,5,20230918,20230910,11:36:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,8,67,0,50,0
350,Starlink Group 6-13,1,5,20230920,20230918,03:01:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,2,67,0,50,0
351,Starlink Group 8-10,3,5,20230923,20230918,05:18:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,5,67,0,50,0
352,Starlink Group 6-14,2,5,20230924,20230815,03:44:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,40,67,0,45,0
353,Starlink Group 6-15,1,5,20230925,20230924,08:48:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,1,67,0,50,0
354,Starlink Group 8-11,2,5,20230928,20230923,21:03:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,5,67,0,50,0
355,Starlink Group 6-16,3,5,20230930,20230820,05:00:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,41,67,0,45,0
356,Starlink Group 8-12,3,5,20231002,20230919,02:11:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,13,67,0,50,0
357,Starlink Group 6-17,1,5,20231005,20230916,03:58:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,19,67,0,50,0
358,Starlink Group 8-13,2,5,20231007,20230919,14:30:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,18,67,0,50,0
359,Starlink Group 6-18,1,5,20231009,20231007,01:43:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,2,67,0,45,0
360,Psyche,2,7,20231013,20230904,14:19:00,2747,Satellite,NASA,HEO,True,True,True,True,True,0,39,90,0,50,0
361,Starlink Group 6-19,2,5,20231013,20230816,04:01:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,58,67,0,50,0
362,Starlink Group 8-14,1,5,20231014,20231006,01:25:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,8,67,0,45,0
363,Starlink Group 8-15,1,5,20231016,20231015,09:23:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,1,67,0,50,0
364,Starlink Group 6-20,1,5,20231018,20231017,00:19:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,1,67,0,50,0
365,Starlink Group 6-21,3,5,20231021,20231011,07:17:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,10,67,0,45,0
366,Starlink Group 6-22,1,5,20231022,20231016,02:38:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,6,67,0,50,0
367,Starlink Group 8-16,2,5,20231024,20230928,16:04:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,26,67,0,50,0
368,Starlink Group 8-17,1,5,20231028,20231019,19:17:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,9,67,0,45,0
369,Starlink Group 6-23,2,5,20231030,20231029,04:20:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,1,67,0,45,0
370,Starlink Group 6-24,1,5,20231104,20231028,00:37:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,7,67,0,50,0
371,Starlink Group 8-18,1,5,20231105,20231006,08:24:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,30,67,0,45,0
372,Starlink Group 6-25,3,5,20231108,20231103,05:05:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,5,67,0,45,0
373,CRS-29,2,5,20231110,20230927,01:05:00,2767,Dragon 2,NASA,ISS,True,True,True,True,False,36,44,67,0,45,0
374,Transporter-9,3,5,20231111,20231006,18:49:00,5200,SmallSat,Various,SSO,True,True,True,True,True,0,36,67,0,50,0
375,Starlink Group 6-26,1,5,20231112,20230923,08:52:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,50,67,0,50,0
376,O3b mPOWER 5-6,1,5,20231113,20231012,00:08:00,9000,Satellite,SES,MEO,True,True,True,True,True,0,32,67,0,50,0
377,Starlink Group 8-19,1,5,20231117,20231108,20:04:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,9,67,0,45,0
378,Starship IFT-2,5,8,20231118,20230503,13:03:00,0,Test,SpaceX,SUB,False,False,False,False,False,0,199,10,0,85,1
379,Starlink Group 6-27,2,5,20231120,20231107,06:50:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,13,67,0,50,0
380,Starlink Group 6-28,1,5,20231122,20231121,09:47:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,1,67,0,45,0
381,Starlink Group 8-20,1,5,20231124,20231122,02:50:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,2,67,0,50,0
382,Starlink Group 6-29,3,5,20231128,20231120,11:20:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,8,67,0,50,0
383,Starlink Group 8-21,2,5,20231130,20231120,15:23:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,10,67,0,50,0
384,Korea 425,3,5,20231201,20231125,18:19:00,1700,Satellite,South Korea,SSO,True,True,True,True,False,0,6,67,0,45,0
385,Starlink Group 6-30,1,5,20231203,20231108,04:00:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,25,67,0,50,0
386,Starlink Group 8-22,2,5,20231206,20231010,07:31:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,57,67,0,45,0
387,Starlink Group 6-31,2,5,20231207,20231126,05:07:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,11,67,0,45,0
388,Starlink Group 6-32,1,5,20231208,20231201,04:07:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,7,67,0,50,0
389,Starlink Group 8-23,2,5,20231212,20231108,08:54:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,34,67,0,45,0
390,Starlink Group 8-24,2,5,20231217,20231206,16:51:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,11,67,0,45,0
391,Starlink Group 6-33,1,5,20231219,20231213,04:01:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,6,67,0,45,0
392,Starlink Group 6-34,2,5,20231223,20231221,05:33:00,17400,Satellite,SpaceX,LEO,True,True,True,True,True,0,2,67,0,50,0
393,Starlink Group 8-25,2,5,20231225,20231223,09:13:00,17400,Satellite,SpaceX,LEO,True,True,True,True,False,0,2,67,0,50,0
394,USSF-52,1,7,20231229,20230909,01:07:00,5000,Classified,USSF,GEO,True,True,True,True,True,0,111,90,0,50,0
